product_name,price_min,price_max,reviews
台灣免運 SGS檢驗合格玻璃杯 雙層玻璃杯 耐熱玻璃 玻璃水杯 咖啡杯 隔熱杯 雙層杯 防燙杯 杯子 馬克杯 蛋形杯,19.0,89.0,"這品質挺不可靠的
主要是有把的 可以明顯看到杯口不是水平的 另外把手的部分有點小損傷 可是氣泡紙內並沒有碎片 所以應該不是運送過程損傷

無把的就沒什麼問題 觸感和隔熱性都不錯
材質和一般玻璃有點不同 比較輕"
台灣免運 SGS檢驗合格玻璃杯 雙層玻璃杯 耐熱玻璃 玻璃水杯 咖啡杯 隔熱杯 雙層杯 防燙杯 杯子 馬克杯 蛋形杯,19.0,89.0,微胖的杯子可愛，一手可以掌握，有微瑕但算了，也懶得爲小瑕疵退貨。網購杯子真的蠻容易有瑕疵的。敲起來確實不像玻璃，薄薄的，很輕，希望能耐用一些～～
無印新款按壓筆 [好感生活推薦] 品項： MUJI無印良品 自由換芯按壓滑順膠墨筆系列 0.5　無印 文具 筆 原子筆,19.0,33.0,"出貨速度快 訊息回覆率高
細心有禮 商品精緻無灰塵
很愉快的購買經驗
往後還請多指教"
無印新款按壓筆 [好感生活推薦] 品項： MUJI無印良品 自由換芯按壓滑順膠墨筆系列 0.5　無印 文具 筆 原子筆,19.0,33.0,疫情爆發，所以在蝦皮購買文具，感謝賣家出貨速度快，讓小孩可以趕快拿到使用，數量沒有錯，包裝也很好，下次有需要會再回購。
無印新款按壓筆 [好感生活推薦] 品項： MUJI無印良品 自由換芯按壓滑順膠墨筆系列 0.5　無印 文具 筆 原子筆,19.0,33.0,商品和照片一模一樣，之前已用過，在門市購買，這次在蝦皮商家購買，便宜、快送到貨很方便，會再回購，會推薦親朋好友購買。
無印新款按壓筆 [好感生活推薦] 品項： MUJI無印良品 自由換芯按壓滑順膠墨筆系列 0.5　無印 文具 筆 原子筆,19.0,33.0,".很快就收到商品了 

出貨速度非常的快，當天下單隔天就出貨了！非常棒的賣家

質感又耐看,細膩 包裝得很小心

CP值很高！！推薦購入"
無印新款按壓筆 [好感生活推薦] 品項： MUJI無印良品 自由換芯按壓滑順膠墨筆系列 0.5　無印 文具 筆 原子筆,19.0,33.0,"品質:讚
效能:讚

出貨&到貨速度超快！
目前看下來大致上沒有問題
保護的也很好～
會考慮回購的(・ω・)"
無印新款按壓筆 [好感生活推薦] 品項： MUJI無印良品 自由換芯按壓滑順膠墨筆系列 0.5　無印 文具 筆 原子筆,19.0,33.0,出貨速度快，但其中單買附蓋筆芯藍色才發現自己本來的是舊版的，筆芯長度不夠，不過不要緊在裡面塞了東西就解決了。無印的筆真的好寫，好寫的筆才能有好字
首飾收納袋 厚50絲收納袋 密封袋 飾品收納 抗氧化 PVC收納袋 夾鏈袋 加厚夾鏈袋 珠寶袋 佛珠袋 飾品收納,1.0,5.0,"和圖片相符:相符
效能:ok
品質:好

包裝完整，出貨快速。這次買厚的飾品收納袋，裝完鐲子，手珠，掛件等等，可以立起來，不會軟趴趴更好收納。"
首飾收納袋 厚50絲收納袋 密封袋 飾品收納 抗氧化 PVC收納袋 夾鏈袋 加厚夾鏈袋 珠寶袋 佛珠袋 飾品收納,1.0,5.0,"效能:良好
品質:好
和圖片相符:是

比我原用的稍小，雖說是6*8cm，但外圍量起來會稍短1cm，厚度也沒有想像地厚。不過，這些誤差可以接受，謝謝！"
首飾收納袋 厚50絲收納袋 密封袋 飾品收納 抗氧化 PVC收納袋 夾鏈袋 加厚夾鏈袋 珠寶袋 佛珠袋 飾品收納,1.0,5.0,感謝賣家，貨沒有齊，直接在包裹裡面放入費用直接退款，雖然數量差了很多，但不用考慮退款的麻煩事，感覺很不錯，感謝賣家，辛苦工作人員。
首飾收納袋 厚50絲收納袋 密封袋 飾品收納 抗氧化 PVC收納袋 夾鏈袋 加厚夾鏈袋 珠寶袋 佛珠袋 飾品收納,1.0,5.0,The smell reminds me of my kindergarten years. Thanks seller for these beautiful items.
首飾收納袋 厚50絲收納袋 密封袋 飾品收納 抗氧化 PVC收納袋 夾鏈袋 加厚夾鏈袋 珠寶袋 佛珠袋 飾品收納,1.0,5.0,"效能:放飾品
品質:很好
和圖片相符:是

袋子厚度適中～密封口很好
裝飾品真的很方便也美美的"
首飾收納袋 厚50絲收納袋 密封袋 飾品收納 抗氧化 PVC收納袋 夾鏈袋 加厚夾鏈袋 珠寶袋 佛珠袋 飾品收納,1.0,5.0,"出貨速度很快，袋子本身有一定的厚度不會太薄，
有點塑膠味道不過不影響品質，
耳飾整理起來很療癒，有需要的話會再回購。"
CC♣10周年‧目錄♣OPP自黏袋多尺寸100入超透明自黏袋OPP外包袋透明包裝袋服飾袋黛渼 買10送1,30.0,135.0,"品質:佳
和圖片相符:是

這次非常很棒的購物感覺 產品很好 運送超級快速。
我個人非常推薦， 我喜歡這個產品因為 他們是快速寄出的好賣家，我要建議大家來這家買，這是優的賣家。商品感覺相當不錯 賣家服務態度好 我因此真心推薦這家。"
CC♣10周年‧目錄♣OPP自黏袋多尺寸100入超透明自黏袋OPP外包袋透明包裝袋服飾袋黛渼 買10送1,30.0,135.0,賣家出貨快速，價格合理。藍鷹牌2-4歲立體口罩、易廷1-4歲幼幼3D口罩及康丞兒童平面口罩適用10.5*16；易廷4-8歲小童3D口罩適用11*14。
CC♣10周年‧目錄♣OPP自黏袋多尺寸100入超透明自黏袋OPP外包袋透明包裝袋服飾袋黛渼 買10送1,30.0,135.0,"品質:屬於薄透的套子

店家隔天就讓我收到貨了，相當快速，但是我卻沒有算到作品的厚度，所以袋子太小我作品放不進去，大家要記得算好。"
CC♣10周年‧目錄♣OPP自黏袋多尺寸100入超透明自黏袋OPP外包袋透明包裝袋服飾袋黛渼 買10送1,30.0,135.0,收到貨的速度很快，下單之後沒幾天，就馬上收到了，且袋子材質很好，我很滿意喜歡，我會在回購喔，而且價錢也很合理，還有開發票，非常推薦的商家～
CC♣10周年‧目錄♣OPP自黏袋多尺寸100入超透明自黏袋OPP外包袋透明包裝袋服飾袋黛渼 買10送1,30.0,135.0,包裝嚴謹出貨快速，商品都安全抵達囉！這是一次愉快的購物經驗，有需要會再回購。感謝優質賣家，謝謝謝謝謝。
CC♣10周年‧目錄♣OPP自黏袋多尺寸100入超透明自黏袋OPP外包袋透明包裝袋服飾袋黛渼 買10送1,30.0,135.0,賣家出貨快速，價格非常便宜，值得推薦給大家，大小適合裝口罩，超方便！
開發票台灣免運現貨超多款強力な磁石香氛扣可用 釹鐵硼強磁 圓型 超強力磁鐵 迷你磁鐵 磁鐵掛勾 掛鉤 磁力 磁性,2.0,10.0,".收到货了，與圖片相符！質量很好，物美價廉，值得購買，喜歡！祝店家，生意興隆，財源廣進！謝謝老闆的小禮物^_^
​"
開發票台灣免運現貨超多款強力な磁石香氛扣可用 釹鐵硼強磁 圓型 超強力磁鐵 迷你磁鐵 磁鐵掛勾 掛鉤 磁力 磁性,2.0,10.0,第一次在該賣家上的店舖購買商品，賣家物件出貨速度超快，東西很漂亮且包裝完整扎實又有蝦皮店到店免運真的很超值。
開發票台灣免運現貨超多款強力な磁石香氛扣可用 釹鐵硼強磁 圓型 超強力磁鐵 迷你磁鐵 磁鐵掛勾 掛鉤 磁力 磁性,2.0,10.0,"本來買來也其他想法後來沒用上
但吸力很足 基本上吸一大串鑰匙（向下）、卡夾甚至廚房剪刀是沒問題的不會移動"
開發票台灣免運現貨超多款強力な磁石香氛扣可用 釹鐵硼強磁 圓型 超強力磁鐵 迷你磁鐵 磁鐵掛勾 掛鉤 磁力 磁性,2.0,10.0,"品質:佳

商品內容數量正確無誤，防撞泡泡紙包的很密，完全沒有撞傷，磁鐵吸力很強，有符合我的需求，下次有機會會再回購！"
開發票台灣免運現貨超多款強力な磁石香氛扣可用 釹鐵硼強磁 圓型 超強力磁鐵 迷你磁鐵 磁鐵掛勾 掛鉤 磁力 磁性,2.0,10.0,"品質:還ok

透明彩色壓克力的吸力其實算普通，沒有特別強，掛勾式的就真的很強，圓扁型的吸力也不錯。"
開發票台灣免運現貨超多款強力な磁石香氛扣可用 釹鐵硼強磁 圓型 超強力磁鐵 迷你磁鐵 磁鐵掛勾 掛鉤 磁力 磁性,2.0,10.0,"包裝與說明很仔細,雖然吸力沒有想像的大(可能是體積太小)看就試試看嚕."
歡慶周年60顆只要10元 49色 封蠟 火漆 封口蠟  蠟粒 8角（一入）火漆章蠟粒 封蠟蠟粒 火漆蠟粒,10.0,10.0,"品質:好
效能:棒

喜歡 下課後回家的第一件事就是期待再玩 美美的顏色 閃閃的效果 吸引著大家的目光"
歡慶周年60顆只要10元 49色 封蠟 火漆 封口蠟  蠟粒 8角（一入）火漆章蠟粒 封蠟蠟粒 火漆蠟粒,10.0,10.0,出貨快. 回覆快. 應答有禮. 火漆章頭很細緻. 漂亮。封蠟脫模墊小巧可愛又漂亮。之前買過半透明的蠟粒，做出的蠟片即使不上色也很漂亮，或是可用火漆筆上色及火漆膏上色都很漂亮，可自由發揮的空間滿大的，所以這次又買了幾包。賣場的價格也很合理。有機會再回購。
歡慶周年60顆只要10元 49色 封蠟 火漆 封口蠟  蠟粒 8角（一入）火漆章蠟粒 封蠟蠟粒 火漆蠟粒,10.0,10.0,"闆闆人超級好！！！！！


商品沒有少！！！！！！


出貨速度很奈ㄙ！！！！


有機會會回購的！！！！！

5顆星好評了啦啦啦啦！！！！！！！！


CP值也很高



（照片只是要湊蝦ㄅㄧˋ）闆闆人超級好！！！！！


商品沒有少！！！！！！


出貨速度很奈ㄙ！！！！


有機會會回購的！！！！！

5顆星好評了啦啦啦啦！！！！！！！！


CP值也很高



（照片只是要湊蝦ㄅㄧˋ）"
歡慶周年60顆只要10元 49色 封蠟 火漆 封口蠟  蠟粒 8角（一入）火漆章蠟粒 封蠟蠟粒 火漆蠟粒,10.0,10.0,包裝得很好，有用防撞泡泡包裝，很用心；寄出速度很快，值得推薦的賣家。
歡慶周年60顆只要10元 49色 封蠟 火漆 封口蠟  蠟粒 8角（一入）火漆章蠟粒 封蠟蠟粒 火漆蠟粒,10.0,10.0,"因為有點急 所以拜託賣家火速出貨
賣家也二話不說當天就寄出 超快的出貨速度
封蠟章很美 CP值很高
包裝也很仔細～
還有送可愛小禮物 感謝賣家"
歡慶周年60顆只要10元 49色 封蠟 火漆 封口蠟  蠟粒 8角（一入）火漆章蠟粒 封蠟蠟粒 火漆蠟粒,10.0,10.0,"買了很多東西，商品無誤沒受損！

火漆蠟很便宜，很多顏色可以選！
結帳時記得確認一下，
別像我傻傻的只買到一顆透明蠟

寄貨也很迅速，
有需要會再回購的！"
請勿刪除否則會影響出貨，滿額即贈送保護套一個{隨機發放},30.0,30.0,"品質:OK

包裝很好，雖然價格不高，可是賣家很用心包裝，可見是十分優良的賣家，這個是贈送的小物品，拆開了立即使用，十分優良，會再購買"
請勿刪除否則會影響出貨，滿額即贈送保護套一個{隨機發放},30.0,30.0,"品質:很棒

產品結構很結實，第一次購買使用，與圖片上相同 ，詳讀說明書，寄件很快速，有氣泡墊保護。"
請勿刪除否則會影響出貨，滿額即贈送保護套一個{隨機發放},30.0,30.0,"品質:我

商品收到了東西不錯很喜歡 賣家包裝完整牢固沒有破損 賣家發貨也很快速 很快收到商品有需要一定再來買謝謝您"
請勿刪除否則會影響出貨，滿額即贈送保護套一個{隨機發放},30.0,30.0,"品質:外觀和賣場符合,待使用驗証品質是否和賣場說明好用

出貨快速,包裝很完整,價格實在合理優惠,謝謝賣家提供和多功能焊錫絲不同的焊接棒,供diy焊接体驗,期望焊接效能佳."
請勿刪除否則會影響出貨，滿額即贈送保護套一個{隨機發放},30.0,30.0,"品質非常好,與賣家描述的完全一致, 真的很喜歡,完全超出期望值,發貨速度非常快,包裝非常仔細,很滿意的一次購物經驗,店家服務好, 我會再次光顧的好賣家，發貨迅速"
請勿刪除否則會影響出貨，滿額即贈送保護套一個{隨機發放},30.0,30.0,"品質:可

包裝箱子有點撞凹了，但拆開試用的確是舒適的，孩子試用後也滿意，只是自己下標太快，沒有比價，後來再搜尋，別家賣168...下次真的要做好功課"
台灣快速出貨現貨 白色多款 破壞袋 不透光黑色白色PE快遞袋網拍包裝袋 寄件袋便利袋 網拍必備,59.0,295.0,提醒大家，尺寸的照片表格內的數字是含自黏部分，和下方點選品項的標示法不同，雖然照片下有一小行文字說明，可是很容易忽略，因此提醒大家注意，除此之外，還是推薦這個賣家哦～
台灣快速出貨現貨 白色多款 破壞袋 不透光黑色白色PE快遞袋網拍包裝袋 寄件袋便利袋 網拍必備,59.0,295.0,因為第一次買的尺寸不足使用，所以買第二次，出貨快可惜免運只有蝦皮店到店，最近變得很慢，大家提早下單喔！
台灣快速出貨現貨 白色多款 破壞袋 不透光黑色白色PE快遞袋網拍包裝袋 寄件袋便利袋 網拍必備,59.0,295.0,回購多次，出貨速度快，商品品項正確，價格便宜。只是裡面有三、四個似乎有些瑕疵，希望品質可以再多多注意～
台灣快速出貨現貨 白色多款 破壞袋 不透光黑色白色PE快遞袋網拍包裝袋 寄件袋便利袋 網拍必備,59.0,295.0,"應該算半新料的，和台灣製的品質有差，這款內層摸起來是粗糙、微粉感。
台灣製的外層和內層都是光滑的，也比較厚。
但是這款很便宜，cp值很高適合大量需求的電商使用出貨速度很快，急用的很適合購買！"
台灣快速出貨現貨 白色多款 破壞袋 不透光黑色白色PE快遞袋網拍包裝袋 寄件袋便利袋 網拍必備,59.0,295.0,"品質:很好
和圖片相符:一樣

已回購第2次，出貨速度超快，包裝完整，品質不錯，值得回購的優質賣家，有需要我會再回購，大推。"
台灣快速出貨現貨 白色多款 破壞袋 不透光黑色白色PE快遞袋網拍包裝袋 寄件袋便利袋 網拍必備,59.0,295.0,"價格很便宜，25×35的一個才1元，cp值很高！
小缺點 有幾個封口處有鋸齒邊、材質比較薄和粗糙感，但是這價格可以接受，不影響使用！"
曼德旺水龍頭轉接頭 贈墊片加長轉接頭 多型號內外牙轉22 內外牙轉4分粗 過濾 螺紋轉接頭 金屬轉接頭 螺牙接頭,15.0,38.0,"出貨速度很快
大後天就到貨了～
商品也不錯，賣場表示蠻清楚的
☯️"
曼德旺水龍頭轉接頭 贈墊片加長轉接頭 多型號內外牙轉22 內外牙轉4分粗 過濾 螺紋轉接頭 金屬轉接頭 螺牙接頭,15.0,38.0,"質感很好不錯，做工精細！
賣家出貨速度很快，包裝很完整很細心。
商品品質很棒，價格也很實惠，值得推薦的好店！"
曼德旺水龍頭轉接頭 贈墊片加長轉接頭 多型號內外牙轉22 內外牙轉4分粗 過濾 螺紋轉接頭 金屬轉接頭 螺牙接頭,15.0,38.0,"和圖片相符:相同

服務超級好各種都買最保障，賣家都細心說明，共八種加山上老家真的很棒，讚"
曼德旺水龍頭轉接頭 贈墊片加長轉接頭 多型號內外牙轉22 內外牙轉4分粗 過濾 螺紋轉接頭 金屬轉接頭 螺牙接頭,15.0,38.0,出貨快速的賣家喔！大家可以去參考看看，同樣的轉接頭單價要60以上喔
曼德旺水龍頭轉接頭 贈墊片加長轉接頭 多型號內外牙轉22 內外牙轉4分粗 過濾 螺紋轉接頭 金屬轉接頭 螺牙接頭,15.0,38.0,"效能:高
品質:佳
和圖片相符:100%

超神螺牙轉接頭  
回答問題清楚明確，
包裝很扎實，出貨超迅速，
用心經營的優質好賣家
祝您生意興隆 
祝防疫平安、夏至暑期快樂
81.60.2202"
曼德旺水龍頭轉接頭 贈墊片加長轉接頭 多型號內外牙轉22 內外牙轉4分粗 過濾 螺紋轉接頭 金屬轉接頭 螺牙接頭,15.0,38.0,"和圖片相符:符合
品質:不錯
效能:無牙水龍頭轉接

一開始裝上去是漏水的，後來把最內層的矽膠圈拔出來先裝上水龍頭，接著再把它整個套上去，一番功夫後終於鎖緊了。
現在我祈禱它可以4年不脫落不漏水
喔對了這個跟橘色管子正好合得上，在考慮的人可以直接選了。"
耐看女孩可開統編 小麻薯 拇指姑娘 分裝和紙膠帶 特油和紙膠帶 手帳素材,20.0,70.0,"品質:超好的

出貨快到貨也很快東西超好看，包裝緊實不易散落等問題"
耐看女孩可開統編 小麻薯 拇指姑娘 分裝和紙膠帶 特油和紙膠帶 手帳素材,20.0,70.0,商品品質都非常的棒！賣家人也很好！我問的問題闆娘都會很有耐心的一一回答️‍下次一定還會回購貼紙和膠的
耐看女孩可開統編 小麻薯 拇指姑娘 分裝和紙膠帶 特油和紙膠帶 手帳素材,20.0,70.0,"效能:佳
品質:佳

實品和照片一樣可愛極了
商品包裝都很完整+乾淨
出貨速度快
有需要都會持續購買"
耐看女孩可開統編 小麻薯 拇指姑娘 分裝和紙膠帶 特油和紙膠帶 手帳素材,20.0,70.0,"效能:很好
品質:完美

出貨超快速，服務良好，包裝完成，而且很可愛ʕ •ᴥ•ʔ，商品很有質感，價格良好，下次有需要會繼續購買！"
耐看女孩可開統編 小麻薯 拇指姑娘 分裝和紙膠帶 特油和紙膠帶 手帳素材,20.0,70.0,差不多時間在別的平台購物，卻最先收到商品，不得不誇讚賣家出貨的神速，商品包裝完整，出貨前還會拍照供買家確認，還贈送一小張贈品，是值得推薦的商家！
耐看女孩可開統編 小麻薯 拇指姑娘 分裝和紙膠帶 特油和紙膠帶 手帳素材,20.0,70.0,"效能:點綴手帳(๑♡⌓♡๑)
品質:宇宙無敵讚

160公分真的很長很夠用 還比我高很多XD 闆闆還有給贈品 然後除了包裝可愛之外 而且出貨速度也很快 闆闆超貼心 出貨之前都會先告知包裹樣式 真的很謝謝闆闆 下次買手帳用品還會來這裡買的(◕ᴗ◕)"
台灣24H出貨各款式掛勾貼片 置物架貼片 無痕貼片 子母扣 掛勾 掛鉤 無痕置物架 透明貼片 掛勾貼 無痕免釘 免釘,2.0,10.0,"品質:不錯
效能:好
和圖片相符:是的

商品正確 包裝完整 出貨算蠻快的 
有需要 最愛回購唷️️️️"
台灣24H出貨各款式掛勾貼片 置物架貼片 無痕貼片 子母扣 掛勾 掛鉤 無痕置物架 透明貼片 掛勾貼 無痕免釘 免釘,2.0,10.0,"效能:一般
品質:普通
和圖片相符:相符

不知道是不是價錢便宜的關係，黏性很不強，黏幾天後，就掉下來。"
台灣24H出貨各款式掛勾貼片 置物架貼片 無痕貼片 子母扣 掛勾 掛鉤 無痕置物架 透明貼片 掛勾貼 無痕免釘 免釘,2.0,10.0,"效能:不錯
品質:不錯
和圖片相符:不錯

賣家將商品包裝的非常好 ，以為商品會等很久，結果 提早到很多天， 真實感覺很好 ，一定會再回購，也 希望有 良好 的優惠。"
台灣24H出貨各款式掛勾貼片 置物架貼片 無痕貼片 子母扣 掛勾 掛鉤 無痕置物架 透明貼片 掛勾貼 無痕免釘 免釘,2.0,10.0,"品質:佳
和圖片相符:佳
效能:佳

價格便宜，寄貨速度快，都有單一包裝，黏性強，已經回購第2次，用完會再回購！"
台灣24H出貨各款式掛勾貼片 置物架貼片 無痕貼片 子母扣 掛勾 掛鉤 無痕置物架 透明貼片 掛勾貼 無痕免釘 免釘,2.0,10.0,出貨速度超快，包裝也很完整，實品超美的！質感超好，大力推薦的好賣家和好商品，一定會再回購！
台灣24H出貨各款式掛勾貼片 置物架貼片 無痕貼片 子母扣 掛勾 掛鉤 無痕置物架 透明貼片 掛勾貼 無痕免釘 免釘,2.0,10.0,買這種子母扣真的要注意大小跟卡榫形狀，7x7的我當作收納架背膠的替換，雖然不是完全一樣，但還算是剛好卡進去，堪用。但6*6的因為跟之前買的卡榫形狀不同，就卡不進去，廢掉了...
現貨免運發票 破壞袋 超厚12絲 霧面磨砂 包材 便利袋 粉色 奶茶色 快遞袋 物流袋 提袋 包裝袋 印LOGO,3.0,15.0,"顏色很漂亮！只是還沒使用不知道綠色會不會太透！
IG活動忘了送氣泡袋，跟客服反應後，很耐心處理也馬上寄順豐補送，隔天馬上就到了，很好的售後服務。
這批材料用完後會再回購
這是個愉快的購物經驗"
現貨免運發票 破壞袋 超厚12絲 霧面磨砂 包材 便利袋 粉色 奶茶色 快遞袋 物流袋 提袋 包裝袋 印LOGO,3.0,15.0,"品質:好
和圖片相符:是

顏色真的超好看‼️先買來試用看看 品質真的不錯會在回購噠
各位~~~~這是一個好評模版，不要看了，下面都是廢文。因為本仙女很懶，不想每個寶貝都寫好評，所以統一用這個模版來評價。但是說真的這次本仙女買的東西不管是品質、運送、賣家聊聊回應都是一百分！！！如果東西非常的不好，那這篇應該是本仙女喋喋不休的吐槽，自然不會有這篇好評！來自一位愛買東西不喜歡寫評論只想換蝦幣的美麗仙女~"
現貨免運發票 破壞袋 超厚12絲 霧面磨砂 包材 便利袋 粉色 奶茶色 快遞袋 物流袋 提袋 包裝袋 印LOGO,3.0,15.0,"品質:好
和圖片相符:是

商品下單後很快就收到了！東西都正確喔！包裝的也很牢固呢！保護的很好唷長度應該沒有到45cm"
現貨免運發票 破壞袋 超厚12絲 霧面磨砂 包材 便利袋 粉色 奶茶色 快遞袋 物流袋 提袋 包裝袋 印LOGO,3.0,15.0,"和圖片相符:🈶 但還是有一點色差～
品質:質感好 亮面效果

回購兩次了.ᐟ.ᐟ.ᐟ
但上次是購買霧粉 霧粉真的很美
這次的有一點色差～不是想像中的顏色
但一樣非常好看
BLINK可以入手「經典粉」 一次包含BLACK和PINK"
現貨免運發票 破壞袋 超厚12絲 霧面磨砂 包材 便利袋 粉色 奶茶色 快遞袋 物流袋 提袋 包裝袋 印LOGO,3.0,15.0,"品質:包裝的很好跟圖片一樣
和圖片相符:100

今日要包比較多的貨物
選用他們家的破壞帶品質超好的快去下單"
現貨免運發票 破壞袋 超厚12絲 霧面磨砂 包材 便利袋 粉色 奶茶色 快遞袋 物流袋 提袋 包裝袋 印LOGO,3.0,15.0,磨砂奶茶色偏向裸粉色，顏色淡淡的。而奶茶色就像是卡其色封箱膠帶的顏色。材質還不錯，賣家出貨也快，謝謝
勿刪，不影響發貨！回購領取50折扣卷  優先發貨  專屬處理,1.0,1.0,"好美好美
看到的時候感覺跟賣家圖片差不多
沒什麼色差
感覺買給同學她會很開心XD（但是聽說送馬克杯給其他人不禮貌ʕ⁠·⁠ᴥ⁠·⁠ʔ"
勿刪，不影響發貨！回購領取50折扣卷  優先發貨  專屬處理,1.0,1.0,"品質:很不錯的商品臺灣第一首選

商品很快到達！價格也合理！用心聊天方式教學使用非常值得信賴回顧的賣家！"
勿刪，不影響發貨！回購領取50折扣卷  優先發貨  專屬處理,1.0,1.0,黃銅缸是全銅的，做工很精細，金光閃閃很漂亮。有這個聚寶盆，買來加持一下今年的財運，做一個美好的心願寄託，還是非常好的。贈送的5枚銅錢也是美好的象征~
勿刪，不影響發貨！回購領取50折扣卷  優先發貨  專屬處理,1.0,1.0,謝謝好賣家的即時回覆 本來想說是不是少了雙氧奶 好險賣家很用心回覆問題 讓我鬆了一口氣 謝謝好賣家 感谢
勿刪，不影響發貨！回購領取50折扣卷  優先發貨  專屬處理,1.0,1.0,"品質:尚可

謝謝老闆
提供價格還可以的商品
買了以後才在別的賣場
看到一條3元的
但是，還是算便宜啦
比上不足，比下有餘

希望老闆以後可以在便宜一點"
勿刪，不影響發貨！回購領取50折扣卷  優先發貨  專屬處理,1.0,1.0,品質:褪了兩次才褪到9度色，剛開始不懂還問了賣家好幾次，賣家都非常的有耐心一一回復了，給賣家個大大的讚，再誇一下染髮膏，按照賣家發的步驟來染，還有說明書也可以看，絕對可以染的很好！下次再來回購其他顏色試試！
『免運』按壓中性筆 24H出貨 台灣現貨矮胖老闆A781無印風 原子筆 按壓式自動中性筆 藍筆 紅筆 黑筆 筆芯,1.0,2.0,"效能:好
品質:好

因為在我下單時藍筆缺貨，可是又想趕快買，所以就直接買藍筆筆芯(⁠ʘ⁠ᴗ⁠ʘ⁠⁠)

圖二比較像真實顏色，但圖三擺放的比較好看ಡ⁠ ͜⁠ ⁠ʖ⁠ ⁠ಡ
有贈送香香的香草香袋"
『免運』按壓中性筆 24H出貨 台灣現貨矮胖老闆A781無印風 原子筆 按壓式自動中性筆 藍筆 紅筆 黑筆 筆芯,1.0,2.0,一次訂購多樣商品，完全沒有少寄或是寄錯，原本只是要買個小木夾，卻看到很多生活小物感覺很方便而購入，實際用過後真的都很不錯用喔！
